formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
TlZrO3,Tl,Zr,orthorhombic,-2.36,0.165,0,13.870999999999999,0.0,5.748,5.881,8.208,90,90,90,0.508
TmAcO3,Tm,Ac,orthorhombic,-3.548,0.223,0,16.948,3.315,6.091,6.223,8.943,90,90,90,0.33399999999999996
TmAgO3,Tm,Ag,cubic,-1.351,0.728,0,12.857000000000001,0.0,4.006,4.006,4.006,90,90,90,-0.825
TmAlO3,Tm,Al,orthorhombic,-3.616,-0.017,0,9.976,6.1979999999999995,5.108,5.339,7.316,90,90,90,6.232
TmAsO3,Tm,As,cubic,-1.825,0.8640000000000001,0,12.578,0.0,3.977,3.977,3.977,90,90,90,1.9380000000000002
TmAuO3,Tm,Au,cubic,-1.204,0.902,0,13.602,0.0,4.082,4.082,4.082,90,90,90,-0.917
TmBO3,Tm,B,cubic,-2.537,0.74,0,8.012,3.153,3.422,3.422,3.422,90,90,90,5.492999999999999
TmBaO3,Tm,Ba,orthorhombic,-2.861,0.282,0.201,18.032,0.645,6.429,6.76,8.299,90,90,90,-8.566
TmBeO3,Tm,Be,tetragonal,-2.8169999999999997,0.335,0.032,9.338,0.0,3.266,3.266,4.378,90,90,90,-1.1909999999999998
TmBiO3,Tm,Bi,cubic,-1.4280000000000002,1.275,0,16.531,0.0,4.356,4.356,4.356,90,90,90,0.344
TmCdO3,Tm,Cd,cubic,-1.511,0.9490000000000001,0,13.539000000000001,0.0,4.076,4.076,4.076,90,90,90,-1.311
TmCeO3,Tm,Ce,cubic,-2.207,1.5190000000000001,0,18.576,0.0,4.529,4.529,4.529,90,90,90,1.8869999999999998
TmCoO3,Tm,Co,orthorhombic,-2.5660000000000003,0.027000000000000003,0,10.493,1.392,5.113,5.544,7.404,90,90,90,2.096
TmCrO3,Tm,Cr,orthorhombic,-3.2289999999999996,-0.022000000000000002,0.6,10.864,2.496,5.209,5.541,7.528,90,90,90,4.031000000000001
TmCuO3,Tm,Cu,orthorhombic,-2.306,0.004,0,10.66,0.268,5.152,5.823,7.106,90,90,90,0.436
TmDyO3,Tm,Dy,cubic,-2.8110000000000004,1.08,0,15.37,1.006,4.252,4.252,4.252,90,90,90,0.065
TmErO3,Tm,Er,cubic,-2.9139999999999997,1.0,0,14.878,1.306,4.206,4.206,4.206,90,90,90,0.816
TmEuO3,Tm,Eu,orthorhombic,-3.1189999999999998,0.205,0.2,14.960999999999999,0.0,5.615,5.729,9.301,90,90,90,-2.593
TmFeO3,Tm,Fe,orthorhombic,-2.805,0.017,1,10.985,1.235,5.229,5.559,7.559,90,90,90,2.865
TmGaO3,Tm,Ga,orthorhombic,-2.997,0.019,0,10.799000000000001,4.07,5.206,5.526,7.508,90,90,90,4.273
TmGdO3,Tm,Gd,cubic,-2.694,1.169,0,15.965,0.6729999999999999,4.306,4.306,4.306,90,90,90,-0.7709999999999999
TmGeO3,Tm,Ge,cubic,-2.144,0.672,0,11.398,0.0,3.848,3.848,3.848,90,90,90,2.6039999999999996
TmHfO3,Tm,Hf,cubic,-3.054,0.64,0,13.424000000000001,0.0,4.064,4.064,4.064,90,90,90,4.327
TmHgO3,Tm,Hg,cubic,-1.084,1.064,0,14.544,0.0,4.174,4.174,4.174,90,90,90,-1.215
TmHoO3,Tm,Ho,cubic,-2.863,1.04,0,15.075999999999999,1.1540000000000001,4.224,4.224,4.224,90,90,90,0.436
TmInO3,Tm,In,cubic,-2.065,0.823,0,13.593,1.2890000000000001,4.081,4.081,4.081,90,90,90,2.513
TmIrO3,Tm,Ir,cubic,-1.5659999999999998,0.878,0,12.215,0.0,3.938,3.938,3.938,90,90,90,-1.2790000000000001
TmKO3,Tm,K,orthorhombic,-2.089,0.45399999999999996,0.4,17.528,0.0,5.827,5.847,10.289,90,90,90,-4.209
TmLaO3,Tm,La,cubic,-2.3280000000000003,1.494,0,18.215,0.0,4.499,4.499,4.499,90,90,90,1.591
TmLiO3,Tm,Li,cubic,-2.064,0.583,0.398,9.312999999999999,0.0,3.598,3.598,3.598,90,90,90,-1.574
TmLuO3,Tm,Lu,cubic,-3.0610000000000004,0.8859999999999999,0,14.17,1.726,4.138,4.138,4.138,90,90,90,1.867
TmMgO3,Tm,Mg,cubic,-2.551,0.602,0.2,10.823,0.0,3.782,3.782,3.782,90,90,90,-1.829
TmMnO3,Tm,Mn,orthorhombic,-2.9810000000000003,0.043,0.8,11.019,0.41100000000000003,5.22,5.688,7.422,90,90,90,3.2960000000000003
TmMoO3,Tm,Mo,cubic,-2.195,0.74,0.004,12.267999999999999,0.0,3.944,3.944,3.944,90,90,90,1.26
TmNaO3,Tm,Na,cubic,-1.364,1.181,0.4,11.814,0.0,3.895,3.895,3.895,90,90,90,-3.1660000000000004
TmNbO3,Tm,Nb,cubic,-2.5180000000000002,0.7290000000000001,0,12.974,0.0,4.018,4.018,4.018,90,90,90,2.767
TmNdO3,Tm,Nd,cubic,-2.3890000000000002,1.3880000000000001,0,17.55,0.0,4.444,4.444,4.444,90,90,90,-2.718
TmNiO3,Tm,Ni,orthorhombic,-2.435,0.027999999999999997,0.2,10.252,0.0,5.096,5.51,7.302,90,90,90,0.857
TmNpO3,Tm,Np,cubic,-2.494,1.23,0.751,17.067,0.0,4.403,4.403,4.403,90,90,90,1.7180000000000002
TmOsO3,Tm,Os,cubic,-1.611,0.877,0.005,12.089,0.0,3.924,3.924,3.924,90,90,90,-0.34600000000000003
TmPaO3,Tm,Pa,cubic,-2.319,1.041,0.248,17.753,0.0,4.461,4.461,4.461,90,90,90,2.359
TmPbO3,Tm,Pb,orthorhombic,-2.362,0.221,0,14.592,0.0,5.734,6.002,8.481,90,90,90,0.49
TmPdO3,Tm,Pd,cubic,-1.642,0.583,0,12.206,0.0,3.937,3.937,3.937,90,90,90,-0.365
TmPmO3,Tm,Pm,cubic,-2.48,1.324,0,17.048,0.0,4.401,4.401,4.401,90,90,90,-2.151
TmPrO3,Tm,Pr,cubic,-2.3040000000000003,1.45,0,18.02,0.0,4.483,4.483,4.483,90,90,90,-3.262
TmPtO3,Tm,Pt,cubic,-1.473,0.841,0,12.797,0.0,4,4,4,90,90,90,-0.8190000000000001
TmPuO3,Tm,Pu,cubic,-2.55,1.2329999999999999,0.891,16.579,0.0,4.36,4.36,4.36,90,90,90,2.549
TmRbO3,Tm,Rb,orthorhombic,-2.055,0.479,0.4,18.959,0.0,5.815,5.858,11.132,90,90,90,-9.129
TmReO3,Tm,Re,cubic,-1.8230000000000002,0.9359999999999999,0.155,12.19,0.0,3.935,3.935,3.935,90,90,90,-0.23800000000000002
TmRhO3,Tm,Rh,cubic,-1.78,0.653,0.001,11.866,0.0,3.9,3.9,3.9,90,90,90,-0.484
TmRuO3,Tm,Ru,cubic,-1.8319999999999999,0.7040000000000001,0.135,11.850999999999999,0.0,3.899,3.899,3.899,90,90,90,0.27
TmSbO3,Tm,Sb,cubic,-1.6469999999999998,1.109,0,14.767999999999999,0.0,4.195,4.195,4.195,90,90,90,0.33399999999999996
TmScO3,Tm,Sc,cubic,-3.241,0.629,0,12.507,2.748,3.969,3.969,3.969,90,90,90,4.9110000000000005
TmSiO3,Tm,Si,cubic,-2.594,0.7909999999999999,0,9.755,0.0,3.654,3.654,3.654,90,90,90,4.438
TmSmO3,Tm,Sm,cubic,-2.537,1.2790000000000001,0,16.736,0.355,4.374,4.374,4.374,90,90,90,-1.761
TmSnO3,Tm,Sn,cubic,-1.9280000000000002,0.945,0.001,13.69,0.0,4.091,4.091,4.091,90,90,90,2.161
TmSrO3,Tm,Sr,orthorhombic,-2.964,0.24100000000000002,0.2,16.179000000000002,0.922,6.216,6.361,8.184,90,90,90,-4.547
TmTaO3,Tm,Ta,cubic,-2.6010000000000004,0.757,0.001,12.763,0.0,3.996,3.996,3.996,90,90,90,2.7539999999999996
TmTbO3,Tm,Tb,cubic,-2.623,1.123,0,15.658,0.861,4.278,4.278,4.278,90,90,90,-0.33799999999999997
TmTcO3,Tm,Tc,cubic,-2.002,0.7290000000000001,0.315,12.04,0.0,3.919,3.919,3.919,90,90,90,0.735
TmTeO3,Tm,Te,cubic,-1.339,1.249,0.003,15.097999999999999,0.0,4.226,4.226,4.226,90,90,90,0.499
TmThO3,Tm,Th,cubic,-2.7110000000000003,1.161,0.013,18.887999999999998,0.0,4.554,4.554,4.554,90,90,90,1.886
TmTiO3,Tm,Ti,orthorhombic,-3.4819999999999998,0.045,0.2,11.186,0.0,5.245,5.631,7.575,90,90,90,4.479
TmTlO3,Tm,Tl,orthorhombic,-2.301,0.133,0,13.812999999999999,0.887,5.48,5.825,8.656,90,90,90,0.355
Tm2O3,Tm,Tm,cubic,-2.9760000000000004,0.956,0,14.604000000000001,1.456,4.18,4.18,4.18,90,90,90,1.36
TmUO3,Tm,U,cubic,-2.505,1.179,0.514,16.852,0.0,4.384,4.384,4.384,90,90,90,1.536
TmVO3,Tm,V,orthorhombic,-3.293,-0.011000000000000001,0.4,11.162,1.382,5.245,5.632,7.558,90,90,90,3.8160000000000003
TmWO3,Tm,W,cubic,-2.119,0.826,0.002,12.354000000000001,0.0,3.953,3.953,3.953,90,90,90,0.777
TmYO3,Tm,Y,cubic,-2.787,1.083,0,15.360999999999999,1.077,4.251,4.251,4.251,90,90,90,0.048
TmYbO3,Tm,Yb,cubic,-2.299,1.07,-0.126,13.642999999999999,0.0,4.086,4.086,4.086,90,90,90,-2.262
TmZnO3,Tm,Zn,orthorhombic,-2.469,0.157,0,10.985999999999999,0.0,5.187,5.737,7.385,90,90,90,-0.49200000000000005
TmZrO3,Tm,Zr,cubic,-2.8819999999999997,0.728,0,13.975999999999999,0.0,4.119,4.119,4.119,90,90,90,3.957
UAcO3,U,Ac,cubic,-2.164,1.345,0.602,20.164,0.0,4.654,4.654,4.654,90,90,90,0.184
UAgO3,U,Ag,orthorhombic,-2.184,0.33,0.368,13.544,0.0,5.53,6.255,7.831,90,90,90,-2.108
UAlO3,U,Al,orthorhombic,-3.392,-0.011000000000000001,0.6,10.770999999999999,1.4280000000000002,5.34,5.349,7.54,90,90,90,4.383
UAsO3,U,As,cubic,-1.8159999999999998,0.9570000000000001,0.657,13.097999999999999,0.0,4.031,4.031,4.031,90,90,90,1.42
UAuO3,U,Au,cubic,-1.376,1.129,0.588,14.154000000000002,0.0,4.136,4.136,4.136,90,90,90,0.21899999999999997
UBO3,U,B,cubic,-2.116,1.062,0.579,9.215,0.0,3.585,3.585,3.585,90,90,90,3.3819999999999997
UBeO3,U,Be,cubic,-2.89,0.588,0.4,9.175,0.0,3.58,3.58,3.58,90,90,90,2.891
UCdO3,U,Cd,orthorhombic,-2.6,0.18600000000000003,0.4,14.039000000000001,2.146,5.62,6.035,8.278,90,90,90,-0.036000000000000004
UCeO3,U,Ce,cubic,-2.258,1.2209999999999999,0.6,18.799,0.0,4.547,4.547,4.547,90,90,90,0.6779999999999999
UCrO3,U,Cr,rhombohedral,-2.9589999999999996,0.16,1.2,11.898,0.418,5.471,5.471,5.471,61.2,61.2,61.2,4.9830000000000005
UDyO3,U,Dy,cubic,-2.815,0.8290000000000001,0.6,15.753,0.0,4.287,4.287,4.287,90,90,90,3.3960000000000004
UEuO3,U,Eu,cubic,-2.066,1.584,0.458,15.639000000000001,0.0,4.276,4.276,4.276,90,90,90,-6.272
UFeO3,U,Fe,cubic,-2.256,0.644,1.57,11.842,0.0,3.898,3.898,3.898,90,90,90,2.177
UGaO3,U,Ga,orthorhombic,-2.75,0.242,0.6,11.842,1.067,5.475,5.502,7.862,90,90,90,3.0460000000000003
UGdO3,U,Gd,cubic,-2.7060000000000004,0.909,0.6,16.31,0.0,4.337,4.337,4.337,90,90,90,2.735
UGeO3,U,Ge,cubic,-2.099,0.759,0.693,12.104000000000001,0.0,3.926,3.926,3.926,90,90,90,2.2430000000000003
UHfO3,U,Hf,orthorhombic,-3.25,0.19899999999999998,0.621,13.562000000000001,0.0,5.629,5.974,8.067,90,90,90,5.2589999999999995
UHgO3,U,Hg,orthorhombic,-2.226,0.29100000000000004,0.4,15.402999999999999,1.7730000000000001,5.681,6.135,8.838,90,90,90,-2.345
UIrO3,U,Ir,cubic,-1.6780000000000002,0.9329999999999999,0.6,12.83,0.0,4.003,4.003,4.003,90,90,90,0.675
UKO3,U,K,orthorhombic,-2.87,0.27,0.2,17.52,2.296,5.403,5.74,11.299,90,90,90,-3.13
ULaO3,U,La,cubic,-2.388,1.187,0.601,19.16,0.0,4.576,4.576,4.576,90,90,90,1.159
ULiO3,U,Li,orthorhombic,-3.0469999999999997,0.099,0.2,10.735,2.256,5.167,5.647,7.359,90,90,90,-2.292
UMgO3,U,Mg,orthorhombic,-3.363,0.107,0.4,11.777000000000001,3.156,5.348,5.732,7.683,90,90,90,0.9
UMnO3,U,Mn,orthorhombic,-2.991,0.115,1.4,12.780999999999999,1.8219999999999998,5.463,5.94,7.879,90,90,90,3.81
UMoO3,U,Mo,cubic,-2.307,0.631,0.621,12.796,0.0,4,4,4,90,90,90,2.262
UNaO3,U,Na,orthorhombic,-2.87,0.23800000000000002,0.2,13.162,2.597,5.483,5.74,8.365,90,90,90,-4.4830000000000005
UNbO3,U,Nb,cubic,-2.6319999999999997,0.521,0.662,13.425,0.0,4.064,4.064,4.064,90,90,90,3.6310000000000002
UNiO3,U,Ni,cubic,-2.136,0.652,0.8,10.883,0.0,3.789,3.789,3.789,90,90,90,0.946
UOsO3,U,Os,cubic,-1.725,0.915,0.591,12.648,0.0,3.984,3.984,3.984,90,90,90,1.0659999999999998
UPdO3,U,Pd,cubic,-1.758,0.7929999999999999,0.592,12.850999999999999,0.0,4.005,4.005,4.005,90,90,90,0.772
UPmO3,U,Pm,cubic,-2.5069999999999997,1.05,0.6,17.331,0.0,4.425,4.425,4.425,90,90,90,0.672
UPtO3,U,Pt,cubic,-1.6130000000000002,0.922,0.6,13.37,0.0,4.059,4.059,4.059,90,90,90,0.467
UPuO3,U,Pu,cubic,-2.69,0.846,1.6,17.523,0.0,4.441,4.441,4.441,90,90,90,3.167
URbO3,U,Rb,orthorhombic,-2.8339999999999996,0.28,0.2,18.845,2.31,5.387,5.747,12.174,90,90,90,-10.745999999999999
UReO3,U,Re,cubic,-1.93,0.8740000000000001,0.637,12.729000000000001,0.0,3.993,3.993,3.993,90,90,90,1.6469999999999998
URhO3,U,Rh,cubic,-1.883,0.72,0.57,12.517999999999999,0.0,3.97,3.97,3.97,90,90,90,0.54
URuO3,U,Ru,cubic,-1.9409999999999998,0.731,0.565,12.440999999999999,0.0,3.962,3.962,3.962,90,90,90,0.9620000000000001
USbO3,U,Sb,cubic,-1.742,1.0759999999999998,0.725,15.118,0.0,4.228,4.228,4.228,90,90,90,0.893
UScO3,U,Sc,orthorhombic,-3.609,0.013000000000000001,0.6,13.125,2.023,5.6,5.831,8.039,90,90,90,4.046
USiO3,U,Si,cubic,-2.4619999999999997,0.76,0.734,10.727,0.0,3.771,3.771,3.771,90,90,90,3.318
USmO3,U,Sm,cubic,-2.56,1.0090000000000001,0.6,17.051,0.0,4.401,4.401,4.401,90,90,90,2.588
USnO3,U,Sn,cubic,-1.9880000000000002,0.919,0.744,13.908,0.0,4.112,4.112,4.112,90,90,90,2.06
USrO3,U,Sr,orthorhombic,-3.326,0.161,0.4,16.725,1.939,5.809,5.967,9.651,90,90,90,-7.732
UTaO3,U,Ta,rhombohedral,-2.783,0.385,0.529,12.908,0.0,5.388,5.388,5.388,67.9,67.9,67.9,3.37
UTbO3,U,Tb,cubic,-2.6310000000000002,0.867,0.6,16.016,0.0,4.31,4.31,4.31,90,90,90,3.219
UTcO3,U,Tc,cubic,-2.1109999999999998,0.691,0.876,12.613,0.0,3.98,3.98,3.98,90,90,90,1.893
UThO3,U,Th,cubic,-2.86,0.828,0.798,19.09,0.0,4.57,4.57,4.57,90,90,90,3.054
UTiO3,U,Ti,orthorhombic,-3.2710000000000004,0.11800000000000001,0.414,12.263,0.0,5.463,5.692,7.888,90,90,90,5.162999999999999
UTlO3,U,Tl,orthorhombic,-2.238,0.507,0.4,15.585,0.0,5.939,6.187,8.483,90,90,90,-0.975
UTmO3,U,Tm,cubic,-2.966,0.7190000000000001,0.6,15.012,0.0,4.218,4.218,4.218,90,90,90,3.505
UVO3,U,V,orthorhombic,-3.176,0.02,1,12.447000000000001,1.685,5.392,5.949,7.76,90,90,90,4.461
UWO3,U,W,cubic,-2.213,0.731,0.644,12.827,0.0,4.003,4.003,4.003,90,90,90,2.108
UYO3,U,Y,cubic,-2.7910000000000004,0.8320000000000001,0.6,15.753,0.0,4.287,4.287,4.287,90,90,90,2.5540000000000003
UYbO3,U,Yb,cubic,-2.3409999999999997,1.354,0.401,14.145999999999999,0.0,4.136,4.136,4.136,90,90,90,-3.14
UZnO3,U,Zn,cubic,-2.187,0.764,0.511,11.536,0.0,3.864,3.864,3.864,90,90,90,1.141
UZrO3,U,Zr,orthorhombic,-3.182,0.21899999999999997,0.51,13.763,0.0,5.669,6.188,7.847,90,90,90,5.154
VAgO3,V,Ag,orthorhombic,-1.633,0.07400000000000001,0,13.017000000000001,1.337,5.179,5.572,9.022,90,90,90,-6.146
VAlO3,V,Al,orthorhombic,-2.863,0.085,0.4,8.937999999999999,1.896,4.981,5.175,6.935,90,90,90,-0.28
VAsO3,V,As,cubic,-1.084,0.955,0.627,11.161,0.0,3.821,3.821,3.821,90,90,90,0.308
VAuO3,V,Au,cubic,-0.187,1.444,0.524,13.074000000000002,0.0,4.028,4.028,4.028,90,90,90,-4.06
VBO3,V,B,cubic,-1.4780000000000002,1.21,0.4,7.393,0.0,3.331,3.331,3.331,90,90,90,0.401
VBaO3,V,Ba,orthorhombic,-2.7039999999999997,0.162,0.2,16.597,1.2690000000000001,5.416,5.953,10.295,90,90,90,-13.06
VBeO3,V,Be,cubic,-1.693,0.995,0.201,7.8229999999999995,0.0,3.395,3.395,3.395,90,90,90,-3.2969999999999997
VCdO3,V,Cd,orthorhombic,-1.8430000000000002,0.19,0.2,12.529000000000002,0.20600000000000002,5.335,5.416,8.671,90,90,90,-7.1370000000000005
VCeO3,V,Ce,orthorhombic,-2.861,0.298,0.4,14.417,1.39,5.738,5.883,8.542,90,90,90,-7.3870000000000005
VCoO3,V,Co,cubic,-1.09,0.915,0.394,9.588,0.0,3.633,3.633,3.633,90,90,90,-1.8530000000000002
VCrO3,V,Cr,cubic,-1.686,0.87,1,10.402999999999999,0.0,3.733,3.733,3.733,90,90,90,-0.8690000000000001
VCuO3,V,Cu,cubic,-0.8140000000000001,1.034,-0.43,9.846,0.0,3.665,3.665,3.665,90,90,90,-3.557
VDyO3,V,Dy,cubic,-1.75,1.521,0.4,15.482999999999999,0.0,4.262,4.262,4.262,90,90,90,-5.732
VErO3,V,Er,cubic,-1.8259999999999998,1.455,0.4,15.110999999999999,0.0,4.228,4.228,4.228,90,90,90,-5.367000000000001
VEuO3,V,Eu,rhombohedral,-2.807,0.293,0.2,15.081,1.985,6.269,6.269,6.269,54.3,54.3,54.3,-8.901
VGaO3,V,Ga,cubic,-1.4380000000000002,0.9279999999999999,0.4,10.615,0.0,3.758,3.758,3.758,90,90,90,-2.324
VGdO3,V,Gd,cubic,-1.746,1.5090000000000001,0.398,15.956,0.0,4.305,4.305,4.305,90,90,90,-5.305
VGeO3,V,Ge,cubic,-1.495,0.67,0.595,10.236,0.0,3.713,3.713,3.713,90,90,90,2.025
VHfO3,V,Hf,cubic,-2.528,0.68,0.6,13.25,0.0,4.046,4.046,4.046,90,90,90,3.531
VHgO3,V,Hg,orthorhombic,-1.476,0.251,0.2,13.287,0.0,5.259,5.678,8.899,90,90,90,-6.526
VHoO3,V,Ho,cubic,-1.788,1.4869999999999999,0.401,15.251,0.0,4.241,4.241,4.241,90,90,90,-5.556
VInO3,V,In,cubic,-0.9309999999999999,1.307,0.44,13.575,0.0,4.079,4.079,4.079,90,90,90,-4.8180000000000005
VIrO3,V,Ir,cubic,-0.674,1.148,0.415,11.877,0.0,3.901,3.901,3.901,90,90,90,-1.0
VKO3,V,K,orthorhombic,-2.333,0.037000000000000005,0,16.119,2.424,5.479,5.683,10.354,90,90,90,-9.684
VLaO3,V,La,orthorhombic,-2.9730000000000003,0.275,0.4,14.350999999999999,1.3880000000000001,5.725,5.85,8.571,90,90,90,-6.936
VLiO3,V,Li,orthorhombic,-2.164,0.20800000000000002,0,8.948,1.794,4.691,5.019,7.601,90,90,90,-5.697
VLuO3,V,Lu,cubic,-1.942,1.354,0.4,14.425999999999998,0.0,4.163,4.163,4.163,90,90,90,-4.776
VMgO3,V,Mg,cubic,-1.41,1.328,0.201,10.562999999999999,0.0,3.752,3.752,3.752,90,90,90,-5.07
VMnO3,V,Mn,cubic,-1.521,0.861,1.2,10.509,0.0,3.746,3.746,3.746,90,90,90,-1.571
VMoO3,V,Mo,cubic,-1.6159999999999999,0.6679999999999999,0.662,11.929,0.0,3.907,3.907,3.907,90,90,90,3.127
VNaO3,V,Na,orthorhombic,-2.233,0.242,0,12.446,2.123,5.305,5.535,8.478,90,90,90,-10.109
VNbO3,V,Nb,cubic,-2.035,0.527,0.693,12.697000000000001,0.0,3.989,3.989,3.989,90,90,90,3.495
VNdO3,V,Nd,orthorhombic,-2.912,0.284,0.4,13.857999999999999,1.358,5.687,5.808,8.392,90,90,90,-5.876
VNiO3,V,Ni,cubic,-0.965,1.0390000000000001,0.22,9.639,0.0,3.639,3.639,3.639,90,90,90,-1.4280000000000002
VOsO3,V,Os,cubic,-0.8740000000000001,0.976,0.505,11.602,0.0,3.871,3.871,3.871,90,90,90,0.23
VPaO3,V,Pa,cubic,-2.075,0.6890000000000001,0.799,16.596,0.0,4.362,4.362,4.362,90,90,90,3.863
VPdO3,V,Pd,cubic,-0.525,1.236,0.482,11.940999999999999,0.0,3.908,3.908,3.908,90,90,90,-3.5469999999999997
VPmO3,V,Pm,orthorhombic,-2.9410000000000003,0.275,0.4,13.610999999999999,1.406,5.67,5.767,8.324,90,90,90,-6.807
VPrO3,V,Pr,orthorhombic,-2.888,0.292,0.4,14.118,1.315,5.723,5.819,8.479,90,90,90,-7.01
VPtO3,V,Pt,cubic,-0.467,1.271,0.514,12.287,0.0,3.946,3.946,3.946,90,90,90,-2.191
VRbO3,V,Rb,orthorhombic,-2.339,0.028999999999999998,0,17.828,2.477,5.618,5.953,10.66,90,90,90,-19.750999999999998
VReO3,V,Re,cubic,-1.253,0.831,0.671,11.78,0.0,3.891,3.891,3.891,90,90,90,1.246
VRhO3,V,Rh,cubic,-0.75,1.064,0.338,11.669,0.0,3.878,3.878,3.878,90,90,90,-1.777
VRuO3,V,Ru,cubic,-0.941,0.9440000000000001,0.28,11.609000000000002,0.0,3.872,3.872,3.872,90,90,90,-0.311
VSbO3,V,Sb,cubic,-1.161,0.9440000000000001,0.693,13.135,0.0,4.035,4.035,4.035,90,90,90,0.871
VScO3,V,Sc,cubic,-2.069,1.15,0.402,12.606,0.0,3.98,3.98,3.98,90,90,90,-3.636
VSiO3,V,Si,cubic,-2.177,0.596,0.6,8.818999999999999,0.0,3.533,3.533,3.533,90,90,90,4.538
VSmO3,V,Sm,orthorhombic,-2.955,0.268,0.4,13.425,1.6380000000000001,5.655,5.74,8.271,90,90,90,-6.477
VSnO3,V,Sn,orthorhombic,-1.985,0.223,0.597,11.623,0.0,5.362,5.585,7.763,90,90,90,1.47
VSrO3,V,Sr,orthorhombic,-2.7230000000000003,0.158,0.2,14.899000000000001,1.5230000000000001,5.532,5.639,9.553,90,90,90,-9.981
VTaO3,V,Ta,cubic,-2.226,0.509,0.727,12.481,0.0,3.966,3.966,3.966,90,90,90,4.183
VTbO3,V,Tb,cubic,-1.58,1.5530000000000002,0.401,15.806,0.0,4.291,4.291,4.291,90,90,90,-5.874
VTcO3,V,Tc,cubic,-1.265,0.816,0.668,11.587,0.0,3.869,3.869,3.869,90,90,90,0.5589999999999999
VThO3,V,Th,cubic,-2.2,1.247,0.601,18.712,0.0,4.54,4.54,4.54,90,90,90,-1.902
VTiO3,V,Ti,cubic,-2.344,0.569,0.6,11.243,0.0,3.831,3.831,3.831,90,90,90,1.646
VTlO3,V,Tl,orthorhombic,-1.5659999999999998,0.40399999999999997,0.4,12.645,0.209,5.575,5.589,8.116,90,90,90,-5.31
VTmO3,V,Tm,cubic,-1.875,1.4169999999999998,0.4,14.819,0.0,4.2,4.2,4.2,90,90,90,-5.136
VUO3,V,U,cubic,-2.295,0.9009999999999999,0.601,15.994000000000002,0.0,4.308,4.308,4.308,90,90,90,1.0090000000000001
V2O3,V,V,cubic,-1.8880000000000001,0.743,0.8,10.683,0.0,3.766,3.766,3.766,90,90,90,0.598
VWO3,V,W,cubic,-1.676,0.635,0.704,11.982999999999999,0.0,3.913,3.913,3.913,90,90,90,3.4560000000000004
VYO3,V,Y,cubic,-1.722,1.5290000000000001,0.4,15.792,0.0,4.29,4.29,4.29,90,90,90,-5.694
VYbO3,V,Yb,orthorhombic,-2.858,0.22,0.2,12.677999999999999,1.3330000000000002,5.393,5.432,8.656,90,90,90,-7.7589999999999995
VZnO3,V,Zn,cubic,-0.8909999999999999,1.27,0.403,10.64,0.0,3.761,3.761,3.761,90,90,90,-4.832
VZrO3,V,Zr,cubic,-2.3280000000000003,0.7559999999999999,0.6,13.825999999999999,0.0,4.104,4.104,4.104,90,90,90,0.821
WAcO3,W,Ac,rhombohedral,-2.396,0.373,0.2,16.558,0.0,5.928,5.928,5.928,65.7,65.7,65.7,-5.02
WAgO3,W,Ag,orthorhombic,-1.4140000000000001,0.5429999999999999,0,13.655999999999999,0.532,5.252,6.199,8.389,90,90,90,-12.443
WAlO3,W,Al,cubic,-1.41,1.21,0.576,9.692,0.0,3.646,3.646,3.646,90,90,90,1.043
WAsO3,W,As,cubic,0.022000000000000002,1.9780000000000002,0.755,11.892999999999999,0.0,3.903,3.903,3.903,90,90,90,-1.385
WAuO3,W,Au,cubic,0.79,2.7460000000000004,0.66,13.324000000000002,0.0,4.054,4.054,4.054,90,90,90,-11.822000000000001
WBO3,W,B,cubic,-0.52,1.771,0.464,7.865,0.0,3.401,3.401,3.401,90,90,90,0.235
WBaO3,W,Ba,rhombohedral,-2.419,0.308,0,18.913,1.695,6.269,6.269,6.269,63.9,63.9,63.9,-18.683
WBeO3,W,Be,cubic,-1.232,1.26,0.274,7.882000000000001,0.0,3.403,3.403,3.403,90,90,90,0.0
WBiO3,W,Bi,cubic,0.287,2.2430000000000003,0.835,15.235,0.0,4.239,4.239,4.239,90,90,90,-0.405
WCaO3,W,Ca,rhombohedral,-2.37,0.39299999999999996,0,14.437999999999999,0.855,5.777,5.777,5.777,62.7,62.7,62.7,-13.482000000000001
WCdO3,W,Cd,rhombohedral,-1.494,0.462,0,13.866,1.1079999999999999,5.444,5.444,5.444,70.4,70.4,70.4,-12.523
WCeO3,W,Ce,cubic,-0.331,2.484,0.601,18.322,0.0,4.508,4.508,4.508,90,90,90,-12.106
WCoO3,W,Co,cubic,-0.281,1.676,0.363,9.707,0.0,3.648,3.648,3.648,90,90,90,-2.7
WCrO3,W,Cr,cubic,-0.8,1.4340000000000002,1.199,10.965,0.0,3.799,3.799,3.799,90,90,90,-2.864
WCuO3,W,Cu,cubic,-0.03,1.9269999999999998,0.482,10.017000000000001,0.0,3.686,3.686,3.686,90,90,90,-6.148
WDyO3,W,Dy,cubic,-0.843,2.1,0.602,15.386,0.0,4.253,4.253,4.253,90,90,90,-9.02
WErO3,W,Er,cubic,-0.938,2.077,0.6,14.850999999999999,0.0,4.203,4.203,4.203,90,90,90,-8.321
WEuO3,W,Eu,rhombohedral,-2.5380000000000003,0.375,0,15.144,0.9279999999999999,5.838,5.838,5.838,63.5,63.5,63.5,-15.419
